id,title,title_en,keywords_en,keywords_fr,authors,date,langue,translated,subcountry,country,firstauthor,country2,author2,macroregion
26829,Multifractal portrayal of the Swiss population,,"fractal dimension,box-counting method,multifractal dimensions,R_nyi dimensions,singularity spectrum,geodemography","dimension fractale,m_thode de box-counting,dimensions multifractales,dimensions g_n_ralis_es de R_nyi,spectres multifractaux,g_od_mographie","VegaæOrozco Carmen Delia,Golay Jean,Kanevski Mikhail",09/03/2015,en,FALSE,,CH,CH,,,
26795,Voyage (ö v_lo) au pays de Poutine,Travel (by bike) to the country of Putin,"St.Petersburg,Vyborg,Nevsky Prospekt,Russian Museum,Bolshaya Izhora,Kingisepp,Ivangorod,Gulf of Finland,Peter the Great,Catherine the Great","Saint P_tersbourg,Vyborg,Nevsky prospekt,Mus_e russe,Bolchaya Ijora,Kingisepp,Ivangorod,Golfe de Finlande,Pierre-le-Grand,Catherine II",Koper Bruno,03/03/2015,fr,TRUE,,RU,FR,,,
26774,Dynamique spatiale et usage des schorres de lÍAnse de lÍAiguillon de 1705 ö nos jours. Enjeux de conservation dÍun patrimoine naturel littoral marin,Spatial dynamics and human-uses of the salt-marshes of the Anse de lÍAiguillon since 1705. Conservation stakes of a coastal natural heritage,"littoral,cartography,historical geography,nature conservation,Marais poitevin,saltmarshes","littoral,cartographie,g_ographie historique,conservation de la nature,Marais poitevin,pr_s sal_s","Godet Laurent,Pourinet Laurent,Joyeux Emmanuel,Verger Fernand",24/02/2015,fr,TRUE,Vendee,FR,FR,,,
26767,Ävaluation des cons_quences dÍam_nagements dÍinfrastructures sur les d_placements dÍanimaux. D_finition et exp_rimentation dÍun modèle de simulation agent,Assessment of the consequences of infrastructures on fauna movements. Definition and experimentation of an agent-based model for simulation,"movement,fauna,functional space,simulation,geographical data","d_placement,faune,espace fonctionnel,simulation,donn_es g_ographiques","Jolivet Laurence,Cohen Marianne,Ruas Anne",21/02/2015,fr,TRUE,,FR,FR,,,
26763,Analyse spatiale de la structure des r_seaux techniques dans un contexte de risques,Spatial analysis of technical networks structure in a risk context,"spatial analysis,technical networks,risk,vulnerability,criticality,centrality","analyse spatiale,r_seaux techniques,risques,vuln_rabilit_,criticit_,centralit_",Lhomme Serge,20/02/2015,fr,TRUE,,FR,FR,,,
26756,"Emergence, diffusion et d_clin dÍun r_seau de cliniques franchis_es en Inde","Emergence, diffusion and decline of a network of franchised clinics in India","franchising,healthcare network,spatial diffusion,India","franchisage,r_seau de soins,diffusion spatiale,Inde",Lefebvre Bertrand,19/02/2015,fr,TRUE,,IN,FR,,,
26753,De la forme urbaine ö la structure m_tropolitaineæ: une typologie de la configuration interne des densit_s pour les principales m_tropoles europ_ennes de lÍAudit Urbain,From ‚æurban formæé to ‚æmetropolitan structureæéæ: a typology of spatial configuration of density within Urban AuditÍs ‚æLarger Urban Zonesæé,"urban functional areas,density,urban form,indicators,sprawl,polycentricity","aires fonctionnelles,densit_,forme urbaine,indicateurs,_talement urbain,polycentrisme",LeæN_chet Florent,18/02/2015,fr,TRUE,,DE_AT_BE_BG_DK_ES_EE_FI_FR_GR_HU_IT_LV_LT_NL_PL_PT_CZ_RO_UK_SK_SE,FR,,,
26697,Faire face aux in_galit_s de mobilit_,"Dealing with Inequality in Mobility: Tactics, Strategies and Projects for Poor Households on the Outskirts of Paris","daily mobility,poverty,spatial inequality,social inequalities,actorsÍ strategy,territorial policies","mobilit_ quotidienne,pauvret_,in_galit_ spatiale,in_galit_ sociale,strat_gie dÍacteur,politiques territoriales","Jouffe Yves,Caubel David,Fol Sylvie,Motte-Baumvol Benjamin",19/01/2015,fr,TRUE,Paris,FR,FR,,,
26711,Mobilit_s actives et sant_æ: apports et limites dÍun protocole de mesure de la marche et du v_lo combinant des capteurs de mouvements (GPS et acc_l_romètres),Active mobility and health: contributions and limitations of a protocol for measuring walking and cycling combining motion sensors (GPS et accelerometer),"active mobility,GPS,accelerometer,health,physical activity,urban environment","mobilit_s actives,GPS,acc_l_romètre,sant_,activit_ physique,environnement urbain","Misslin Renaud,Charreire H_lène,Weber Christiane,Enaux Christophe,Bastian Thomas,Simon Chantal,Oppert Jean-Michel",18/01/2015,fr,TRUE,Paris_Strasbourg,FR,FR,,,
26730,Multilevel comparison of large urban systems,,"urban systems,Zipf,Gibrat,cities trajectories,BRICS","systèmes de villes,Zipf,Gibrat,trajectoires de villes,BRICS","Pumain Denise,Swerts Elfie,Cottineau Cl_mentine,Vacchiani-Marcuzzo C_line,Ignazzi Antonio,Bretagnolle Anne,Delisle François,Cura Robin,Lizzi Liliane,Baffi Solène",17/01/2015,en,FALSE,,BR_RU_IN_CN_ZA,FR,,,
26691,Mutations du système de villes belges,Evolution of the Belgian system of cities: changes in the economic profiles of the urban areas between 1981 and 2006,"urban system,scaling laws,urban economy,innovation cycles,Belgium","systèmes urbains,lois dÍ_chelle,_conomies urbaines,cycles dÍinnovation,Belgique",Cond_ Gilles,16/01/2015,fr,TRUE,,BE,BE,,,
26675,"La politique des p_rimètres dÍurbanisation est-elle pertinenteæ? Le cas de la r_gion m_tropolitaine de Portland, Oregon","Are Urban Growth Boundaries efficient? The case-study of the Portland, OR, Metropolitan Area","housing,regional governance,urban growth boundaries,urban sprawl,transportation","_talement urbain,p_rimètres dÍurbanisation,gouvernance territoriale,logement,transports urbains",Zaninetti Jean-Marc,25/12/2014,fr,TRUE,Portland,US,FR,,,
26645,Pierre Deffontaines et les missions universitaires françaises au Br_silæ: enjeux politiques et p_dagogiques dÍune soci_t_ savante outremer (1934-1938),"Pierre Deffontaines, and the French University missions in Brazil: political and pedagogical issues of an overseas scientific society (1934-1938)","Pierre Deffontaines,Caio Prado Junior,Pierre Monbeig,Association of Brazilian Geographers,USP,circulation of knowledge,teaching Geography","Pierre Deffontaines,Caio Prado Junior,Pierre Monbeig,Association des G_ographes Br_siliens,USP,circulation des savoirs,enseignement de la g_ographie",Ferretti Federico,24/12/2014,fr,TRUE,,BR,CH,FR,,
26665,Morphologie urbaine et mobilit_ dans la Communaut_ Urbaine de Strasbourg,Urban morphology and mobility in Strasbourg,"urban morphology,morphological indicators,urban mobility,Household Travel Survey,Strasbourg","morphologie urbaine,indicateurs morphologiques,mobilit_ urbaine,enquête m_nages d_placements,Strasbourg","Tran Dong-Binh,Piombini Arnaud,Ignatowicz Michal,Moreno Diego,Frigui Rassil,Aguil_ra Anne,Badariotti Dominique",23/12/2014,fr,TRUE,Strasbourg,FR,FR,,,
26610,Benchmarking of LUCC modelling tools by various validation techniques and error analysis,,"error analysis,LUCC,modelling,simulation assessment,validation","analyse dÍerreur,LUCC,mod_lisation,simulation,validation","Paegelow Martin,CamachoæOlmedo MarÕa Teresa,Mas Jean-François,Houet Thomas",22/12/2014,en,FALSE,Pyrenees,FR,FR,,ES_MX,
26621,D_finir la France en g_ographieæ: des professeurs et des _lèves au travail dans lÍenseignement secondaire,What is France like in geography? Pupils and Teachers at work in secondary school,"school geography,geography of France,didactics trials,geography didactics,iconography","g_ographie scolaire,g_ographie de la France,_preuve didactique,didactique de la g_ographie,iconographie","Th_mines Jean-François,LeæGuern Anne-Laure",21/12/2014,fr,TRUE,,FR,FR,,,
26579,OASISæ_ un Outil dÍAnalyse de la S_gr_gation et des In_galit_s Spatiales,OASISæ_ an Outright tool for the Analysis of Spatial Inequalities and Segregation,"segregation,spatial autocorrelation,Monte Carlo simulation,Web mapping,spatial analysis","s_gr_gation,autocorr_lation spatiale,simulation Monte Carlo,cartographie interactive,analyse spatiale","Tivadar Mihai,Schaeffer Yves,Torre Andr_,Bray Fr_d_ric",20/12/2014,fr,TRUE,,,FR,,,
26587,LÍoccupation et lÍutilisation du sol en p_riode de crise,"Land use and occupancy after major catastrophes. The case of Tabarre municipality (Port-au-Prince, Haiti) after the earthquake of Januaryæ12th, 2010","land use and occupancy,disaster management,earthquake,vulnerability,cartography,Tabarre,Port-au-Prince,Haiti","occupation et utilisation du sol,gestion de crise,s_isme,vuln_rabilit_,cartographie,Tabarre,Port-au-Prince,Ha¥ti","Robert J_r_my,DÍErcole Robert",20/12/2014,fr,TRUE,Port-au-Prince,HT,PE,,FR,
26597,"Le renouvellement de la ville alg_rienne par la d_molition-reconstruction du vieux bäti. De la sanction ö la recherche de l_gitimit_, Cas de la ville dÍAnnaba",The renewal of the Algerian town by the demolition-reconstruction of old buildings. From sanction to search of legitimacy. Case study of the city of Annaba,"demolition,reconstruction,legitimacy,urban renewal,actors,private actors,Annaba,Algeria","d_molition,reconstruction,l_gitimit_,renouvellement urbain,acteurs,acteurs priv_s,Annaba,Alg_rie","Kebir Bahia,Zeghiche Anissa",20/12/2014,fr,TRUE,Annaba,DZ,DZ,,,
26567,Le Portugal et le d_fi de la transition _nerg_tiqueæ: enjeux et conflits,Portugal and the challenge of the energy transition: issues and conflicts,"energy transition,renewable,wind power,hydroelectricity,planning protests,local geopolitics issues,Portugal","transition _nerg_tique,_nergies renouvelables,_olien,hydro_lectricit_,conflit dÍam_nagement,g_opolitique locale,Portugal","Bailoni Mark,Deshaies Michel",19/12/2014,fr,TRUE,,PT,FR,,,
26636,"Crise, m_tropolisation, et am_nagement","Crisis, metropolization and urban planning","crisis,spatial Inversion,metropolization,urban planning,predatory economy,Raubwirtschaft","crise,inversions spatiales,m_tropolisation,am_nagement,_conomie pr_datrice,Raubwirtschaft","Guieysse Jean-Albert,Rebour Thierry",19/12/2014,fr,TRUE,Nantes,FR,FR,,,
26562,LÍurbanisme qui vient,The coming urbanism. The use of values and storytelling in contemporary steering of urban projects (a Swiss example),"Urban planning,new urban governance,values,storytelling,urban project,Switzerland","urbanisme,nouvelle gouvernance urbaine,valeurs,storytelling,projet urbain,Suisse",Matthey Laurent,08/12/2014,fr,TRUE,,CH,CH,,,
26555,Impact de la brise de mer sur le confort thermique au Maghreb oriental durant la saison chaude,Sea breeze impact on thermal comfort in Eastern Maghreb,"Eastern Maghreb,sea breeze,thermal comfort","Maghreb oriental,brise,confort thermique",Dahech Salem,02/12/2014,fr,TRUE,,TU,TU,LY,,
26542,"La mont_e des Óles Aran dans la bibliothèque mondiale, une glocalisation litt_raire",The glocal rise of Aran islands in the World Library,"glocalization,Aran,world library,decolonization,literacy","glocalisation,Aran,bibliothèque mondiale,d_colonisation,litt_ratie",Barbe Fr_d_ric,08/11/2014,fr,TRUE,Aran,IE,FR,UK_FR_US,,
26530,SLIDER: Software for LongItudinal Data Exploration with R,,"interactive visualization,longitudinal data,R software,shiny web application","visualisation interactive,donn_es longitudinales,logiciel R,application shiny","Commenges Hadrien,Pistre Pierre,Cura Robin",07/11/2014,en,FALSE,,,FR,,,
26522,TOXI-CITY: an agent-based model for exploring the effects of risk awareness and spatial configuration on the survival rate in the case of industrial accidents,,"technological risk,agent-based model,spatial behavior,simulation,urban morphology","risque technologique,mod_lisation multi-agents,comportement spatial,simulation,morphologie urbaine","Salze Paul,Beck Elise,Douvinet Johnny,Amalric Marion,Bonnet Emmanuel,Daud_ Eric,Duraffour Françoise,Sheeren David",06/11/2014,en,FALSE,,,FR,,,
26511,"Des territoires et des contrats au service de lÍenvironnement. Le Lalangina, sur le versant ouest du COFAV (corridor forestier Ambositra Vondrozo) ö Madagascar","Territories and contracts for the Environment. The Lalangina region, on the western slope of the Ambositra Vondrozo forest corridor, Madagascar","Madagascar,forest corridor,environmental policy,payment for ecological services,provisions,territory,biodiversity,forest,local community,poverty","Madagascar,corridor forestier,politiques environnementales,paiement pour service environnemental,dispositif,territoire,biodiversit_,forêt,communaut_ locale,pauvret_","RakotoæRamiarantsoa Herv_,Blanc-Pamard Chantal,Andriantseheno Dolys,Ramamonjy Haingo",05/11/2014,fr,TRUE,Lalangina,MG,FR,,MG,
26490,La desserte a_rienne de deux petits Etats insulairesæ: les Seychelles et Maurice,The air service of two small island States: Seychelles and Mauritius. Stakes and restructurings,"island,air transport,tourism,Seychelles,Mauritius","Óle,transport a_rien,tourisme,Seychelles,Maurice",Lamy-Giner Marie-Annick,08/10/2014,fr,TRUE,,SC_MU,FR,,,
26483,Simuler les _volutions de lÍutilisation du sol pour anticiper le futur dÍun territoire,"Simulating land use change to anticipate the becoming of a territory. Critical analysis of a geoprospective experience in a peri-urban catchment (Yzeron, Lyon metropolitan area)","spatial strategic foresight,territory,participatory workshop,scenario building,spatial land cover modeling,land use","g_oprospective,territoire,atelier participatif,sc_nario,simulation,utilisation du sol","Dodane Cl_ment,Joliveau Thierry,Rivière-Honegger Anne",01/10/2014,fr,TRUE,Lyon,FR,FR,,,
26457,La Crim_e et lÍUkraine du sud ö v_lo,,"Crimea,South Ukraine,Simferopol,Yalta,Sebastopol,Skadovsk,Kherson,Odessa","Crim_e,Ukraine du sud,Simferopol,Yalta,Sebastopol,Skadovsk,Kherson,Odessa",Koper Bruno,19/09/2014,fr,FALSE,Crimea,UA,FR,,,
26440,Dimensions fractales de r_seaux vectorielsæ: m_thodes dÍestimation et robustesse des r_sultats,,"fractal dimensions,Stream networks,Virtual networks,Uncertainty","dimension fractale,R_seaux hydrographiques,R_seaux simul_s,Incertitude","Thommeret Nathalie,Bailly Jean-St_phane,Bardet Jean-Marc,Kaiser Brigitte,Puech Christian",18/08/2014,fr,FALSE,,,FR,,,
26431,Essai de typologie des espaces r_sidentiels ö partir dÍindicateurs d_sagr_g_s ö lÍ_chelle du bätiment. Application ö Besançon et ö Metz,Typology of residential spaces from disaggregated indicators at the building scale. A case study for Besançon and Metz,"urban spaces,residential built,disaggregated approach,data analysis,classification","espace urbain,bätiments r_sidentiels,approche d_sagr_g_e,analyse factorielle,typologie","Sahraoui Yohan,Lunardi Nicolas,Antoni Jean-Philippe",30/07/2014,fr,TRUE,Besancon_Metz,FR,FR,,,
26427,P_riurbanisation et durabilit_æ: inverser la perspective,Peri-urbanization and Sustainability: Changing Perspective in a Radical Way,"peri-urbanization,sustainability,planning,decision-making,spatial practices,place-based governance","p_riurbanisation,durabilit_,aide ö la d_cision,am_nagement,pratiques spatiales,gouvernance territoriale",Mancebo François,28/07/2014,fr,TRUE,,,FR,,,
26423,"Formes urbaines, modes dÍoccupation du sol et composition sociale en zone urbaine denseæ: des relations inattendues ö Paris","Urban forms, land use and social mix in built up areas: the case of the city of Paris","GIS,land use,social mix,social fabric,social segregation,urban environment,Paris,gentrification","SIG,occupation du sol,organisation socio-r_sidentielle,environnement urbain,forme urbaine,gentrification,Paris","Rhein Catherine,Palibrk Milena",27/07/2014,fr,TRUE,Paris,FR,FR,,,
26416,El paisaje de la dehesa en la provincia de Ja_n,The dehesa landscapes of Ja_n,"landscapes,dehesa,GIS","paysage,dehesa,SIG",PanizaæCabrera Antonia,26/07/2014,es,TRUE,Jaen,ES,ES,,,
26410,R_seaux de villes et d_termination des pressions urbaines,Networks of the cities and evaluation of urban pressures,"accessibility,land cover,urban pressure,modelling,simulation","accessibilit_,occupation du sol,pression urbaine,mod_lisation,simulation","Decoupigny Fabrice,Passel S_bastien",25/07/2014,fr,TRUE,PACA,FR,FR,,,
26401,Peut-on cartographier des taches urbaines ö partir dÍimages Google Earthæ?,Mapping urban areas using Google Earth mosaic images,"Google Earth,Mathematical morphology,Urban areas delineation,West Africa,Remote sensing","Google Earth,morphologie math_matique,taches urbaines,Afrique de lÍOuest,t_l_d_tection","Baro Johanna,Mering Catherine,Vachier Corinne",24/07/2014,fr,TRUE,,NG_CI_SN_ML_NE_GN_GH,FR,,,
26376,D_couper la France en r_gions,Cutting French space into regions. The regionalist imaginary confronted to territory,"divisions,perimeters,regionalisms,regionalisation,geographical representations","d_coupage,p_rimètres,r_gionalismes,r_gionalisation,repr_sentations g_ographiques","Brennetot Arnaud,Ruffray Sophie de",23/07/2014,fr,TRUE,,FR,FR,,,
26387,Comment les paysans du corridor forestier de Fianarantsoa (Madagascar) dessinent-ils leur territoireæ? Des cartes individuelles pour confronter les points de vue,How peasants from the forest corridor of Fianarantsoa (Madagascar) do draw their territory? Individual maps to gather several points of view,"peasant map,forest,conservation,space organization,Madagascar","carte paysanne,forêt,conservation,organisation de lÍespace,Madagascar","Herv_ Dominique,Ramaroson Jean-Hyacinthe,Randrianarison Andry,LeæBer Florence",23/07/2014,fr,TRUE,Fandriana-Vondrozo,MG,FR,,MG,
26362,Un indicateur global dÍ_valuation de la vuln_rabilit_ _cologique du milieu le long de grandes infrastructures lin_airesæ: Pourquoiæ? Commentæ?,A biodiversity intactness index for main linear infrastructure projects. The exemple of the Seine-North Europe project,"land settlement operator,planning decision-making tools,biodiversity,environmental issues,environmental assessment,sustainable indicator,biodiversity indicator,environmental conservation,ecological vulnerability,zoning","acteurs de lÍam_nagement,aide ö la d_cision en am_nagement,biodiversit_,enjeux environnementaux,_valuation environnementale,indicateurs de d_veloppement durable,indicateur de biodiversit_,protection/conservation de la nature,vuln_rabilit_ _cologique,zonage",Lorant-Plantier Ämilie,16/07/2014,fr,TRUE,Somme,FR,FR,,,
26336,R_seaux de villes et processus de recomposition des niveauxæ: le cas des villes baltiques,,"city-networks,cities,international relations,regionalism,Europe,the Baltic,rescaling,Sea Region","r_seaux de villes,villes,coop_rations internationales,r_gionalisation,Europe,Baltique,recomposition des niveaux","Escach Nicolas,Vaudor Lise",05/07/2014,fr,FALSE,,NO_SE_FI_RU_EE_LV_LT_PL_DE_DK,FR,,,
26325,Les r_seaux de firmes multinationales dans les villes dÍEurope centre-orientale,Multinational firmsÍ networks in central-eastern european cities,"Central and Eastern Europe,system of cities,multinational firms,globalization,networks","Europe centrale et orientale,système de villes,firmes multinationales,globalisation,r_seau","DiæLello Olivier,Rozenblat C_line",20/06/2014,fr,TRUE,,RU_UA_BY_LV_EE_LT_PL_CZ_MD_RO_BG_SK_HU_SI_HR_BA_MK_ME_RS_DZ,CH,,,
26315,Les d_penses de personnel des collectivit_s locales franciliennes,Personnel expenditure for local goverments in Ile de France,,"finances publiques locales,personnel,administration,rigidit_,r_duction,typologies,territoires",Navarre Françoise,19/05/2014,fr,TRUE,Ile-de-France,FR,FR,,,
26310,La mobilit_ des familles tsiganes françaises ö lÍ_preuve de la gestion politique de lÍespace. Strat_gies et r_sistances,The french Gypsies mobility confronted to the political space management. Strategies and resistances,"mobility behavior,territorial conflict,life space,lifestyle,Gypsies","comportement de mobilit_,conflit territorial,espace de vie,genre de vie,Tsiganes",Bergeon C_line,13/05/2014,fr,TRUE,,FR,FR,,,
26296,Mod_lisation de la dynamique des systèmes socio-_cologiques en vue de lÍ_laboration dÍun cadre de r_f_rence pour la durabilit_ environnementale et territorialeæ: application au massif du Fouta-Djalon (Guin_e),Modelization of the socio-ecological systems for the elaboration of a referential framework for the environmental and territorial sustainability: application in the massif du Fouta-Djalon (Guinea),"Fouta-Djalon,territory,environment,land occupation,anthroposystem,systemic modelization,territorial prospective","Fouta-Djalon,territoire,environnement,occupation du sol,anthroposystème,mod_lisation syst_mique,prospective territoriale","Diallo Alpha Issaga Pall_,Baudouin Yves,Raymond Michel",05/05/2014,,TRUE,Fouta-Djalon,GN,GN,,CA,
26283,‚æLa mauvaise r_putationæé. Distance aux ZUS et prix de lÍimmobilieræ: application dÍun modèle h_donique ö six intercommunalit_s franciliennes,ñThe bad reputationî. Do the prices of real estate decrease near the ZUS: evaluation by an hedonic pricing model applied on six intercommunalities of ‘le-de-France,"distance-effect,urban policies,real estate valorization,Hedonics pricing,areas of deprivation","effet-distance,g_ographie prioritaire,valorisation immobilière,prix h_doniques,zones urbaines sensibles","Desponds Didier,Bergel Pierre",16/04/2014,fr,TRUE,Ile-de-France,FR,FR,,,
26277,Les spatialit_s dans lÍìuvre dÍHannah Arendt,,"Arendt,space,spatiality,politics,identity","Arendt,espace,spatialit_,politique,identit_",Debarbieux Bernard,02/04/2014,fr,FALSE,,,CH,,,
26263,Des donn_es g_ographiques ö la simulation ö base dÍagentsæ: application de la plate-forme GAMA,From Geographical data to agent-based simulation: application of the GAMA platform,"Agent-based simulation,Modeling platform,Geographical data,3D environment","Simulation ö base dÍagents,Plate-forme de mod_lisation,Donn_es g_ographiques,Environnement 3D","Taillandier Patrick,Grignard Arnaud,Gaudou Benoit,Drogoul Alexis",29/03/2014,fr,TRUE,,,FR,,,
26250,"Qualifier les espaces urbains ö Dakar, S_n_gal",,"Urban vulnerability,remote sensing,census,GIS,Dakar metropolitean area","Pauvret_ urbaine,t_l_d_tection,recensement,SIG,lÍagglom_ration Dakaroise","Borderon Marion,Oliveau S_bastien,Machault Vanessa,Vignolles C_cile,Lacaux Jean-Pierre,NÍDonky Alphousseyni",27/03/2014,fr,FALSE,Dakar,SN,FR,,SN,
26246,"Territoire, identit_ et gouvernanceæ: quelle _quation pour un d_veloppement durableæ?","Territory, identity and governance: which equation for a sustainable development?","governance,participatory democracy,sustainable development,territory,identity","gouvernance,d_mocratie participative,d_veloppement durable,territoire,identit_",Muis Anne-Solange,01/03/2014,fr,TRUE,,,FR,,,
26224,Impact de lÍartificialisation sur les ressources en sol et les milieux en France m_tropolitaine,Impact of artificialization on soils and their environments in the metropolitan French territory. Evaluation by three independent databases,"artificialization,Corine land cover,geographical information system,Insee,soils,urbanization,TERUTI land use survey,urban delineations","artificialisation,Corine land cover,Insee,système dÍinformation g_ographique,sols,TERUTI,utilisation du sol,zonage en aires urbaines","Ch_ry Philippe,Lee Alexandre,Commagnac Lo¥c,Thomas-Chery Anne-Laure,Jalabert St_phanie,Slak Marie-Françoise",28/02/2014,fr,TRUE,,FR,FR,,,
26194,La g_oprospective _ Apport de la dimension spatiale aux d_marches prospectives,The geoprospective - Contributions of the spatial dimension to prospective studies,"Prospective,scenarios,models,spatial,geography","Prospective,sc_narios,modèles,spatial,g_ographie","Houet Thomas,Gourmelon Françoise",08/02/2014,fr,TRUE,,,FR,,,
26174,"Patrimonialisation et (re)valorisation touristiques dans la m_tropole dÍeThekwini (KwaZulu-Natal, Afrique du Sud)æ: ö la crois_e des enjeux politiques et _conomiques","Heritage and promotion of tourism in the eThekwini metropolitan area (KwaZulu-Natal, South Africa): at the crossroad of political and economical issues","KwaZulu-Natal,eThekwini,tourism practice,tourist client,cultural celebration,heritage,regeneration,revitalization","KwaZulu-Natal,eThekwini,pratique touristique,clientèle,c_l_bration culturelle,patrimoine,r_habilitation,revitalisation",Folio Fabrice,07/02/2014,fr,TRUE,KwaZulu-Natal,ZA,FR,,,
26165,"Racially Biased Policing and Neighbourhood Characteristics: A Case Study in Toronto, Canada",,"Race-and-place Profiling,Neighbourhood Characteristics,Police Stops,Toronto","Profilage race-habitat,caract_ristiques des quartiers,contrªles de police,Toronto",Meng Yunliang,06/02/2014,en,FALSE,Toronto,CA,US,,,
