"","source","target","value"
"47","Economic.geography","Entreprise",0.0477051777714918
"48","Economic.geography","Frontiere",0.358537380636562
"49","Economic.geography","Geographie",0.268350218554963
"50","Economic.geography","Ile",2.05998030083499
"51","Economic.geography","Image",0.314008790869419
"52","Economic.geography","Indice",0.129961984563675
"53","Economic.geography","Other",0.835692243668499
"54","Economic.geography","Paysage",0.0985618423802478
"55","Economic.geography","Quartier",0.0537384548910624
"56","Economic.geography","Risque",0.158488023740047
"57","Economic.geography","Village",0.163192888777525
"58","Economic.geography","Ville_Agglomeration",1.11005571525979
"59","Economic.geography","Ville_Femme",0.317728984424336
"60","Economic.geography","Vote",0.409855481403373
"61","Emotional.geography","Amenagement",0.257600156170676
"62","Emotional.geography","Carte",0.703164564588234
"63","Emotional.geography","Commune",0.70136802947746
"64","Emotional.geography","Deplacement",0.386982049597325
"65","Emotional.geography","Eau",0.466943403280151
"66","Emotional.geography","EN",0.0321821592640985
"67","Emotional.geography","Entreprise",0.919838609467751
"68","Emotional.geography","Frontiere",2.8276545380052
"69","Emotional.geography","Geographie",0.191761880899905
"70","Emotional.geography","Ile",0.158882513972795
"71","Emotional.geography","Image",0.860748492753974
"72","Emotional.geography","Indice",0.241464674193148
"73","Emotional.geography","Other",0.282161257696321
"74","Emotional.geography","Paysage",0.362428339041042
"75","Emotional.geography","Quartier",0.938030142006836
"76","Emotional.geography","Risque",0.246674649868387
"77","Emotional.geography","Village",0.273183600334763
"78","Emotional.geography","Ville_Agglomeration",0.786002811341302
"79","Emotional.geography","Ville_Femme",0.261661472674266
"80","Emotional.geography","Vote",0.14333014776636
"81","History.and.epistemology","Amenagement",1.82702138309785
"82","History.and.epistemology","Carte",1.63387950415702
"83","History.and.epistemology","Commune",8.1094978861424
"84","History.and.epistemology","Deplacement",3.84619873577545
"85","History.and.epistemology","Eau",4.33699407652337
"86","History.and.epistemology","EN",1.88507912701977
"87","History.and.epistemology","Entreprise",3.70656147996057
"88","History.and.epistemology","Frontiere",1.53064104625708
"89","History.and.epistemology","Geographie",0.928443813600266
"90","History.and.epistemology","Ile",2.56389041756783
"91","History.and.epistemology","Image",1.99615962723462
"92","History.and.epistemology","Indice",3.20301257262288
"93","History.and.epistemology","Other",1.79931379885239
"94","History.and.epistemology","Paysage",1.87035849435619
"95","History.and.epistemology","Quartier",9.46307285996005
"96","History.and.epistemology","Risque",0.89703255071979
"97","History.and.epistemology","Village",12.7781710082937
"98","History.and.epistemology","Ville_Agglomeration",2.00998020407353
"99","History.and.epistemology","Ville_Femme",3.82019066840104
"100","History.and.epistemology","Vote",5.15955125058418
"101","Imagery.and.GIS","Amenagement",4.86927704753518
"102","Imagery.and.GIS","Carte",1.97376682726784
"103","Imagery.and.GIS","Commune",1.25163885708191
"104","Imagery.and.GIS","Deplacement",1.24616494962135
"105","Imagery.and.GIS","Eau",1.99888184408673
"106","Imagery.and.GIS","EN",8.51382668440207
"107","Imagery.and.GIS","Entreprise",2.10727839459226
"108","Imagery.and.GIS","Frontiere",1.31320061947054
"109","Imagery.and.GIS","Geographie",1.64287400339514
"110","Imagery.and.GIS","Ile",1.49650954935211
"111","Imagery.and.GIS","Image",11.9023994801582
"112","Imagery.and.GIS","Indice",0.995706897140945
"113","Imagery.and.GIS","Other",0.662325643746574
"114","Imagery.and.GIS","Paysage",8.40132168878115
"115","Imagery.and.GIS","Quartier",0.641910243481818
"116","Imagery.and.GIS","Risque",1.26611729898422
"117","Imagery.and.GIS","Village",3.26937727660188
"118","Imagery.and.GIS","Ville_Agglomeration",3.21941715348241
"119","Imagery.and.GIS","Ville_Femme",3.39190575013409
"120","Imagery.and.GIS","Vote",1.8226299274836
"121","Mobility.and.transportation","Amenagement",1.26867969466144
"122","Mobility.and.transportation","Carte",7.26163781377777
"123","Mobility.and.transportation","Commune",0.267071437660594
"124","Mobility.and.transportation","Deplacement",2.24353160230179
"125","Mobility.and.transportation","Eau",0.381970842842718
"126","Mobility.and.transportation","EN",1.02065342388223
"127","Mobility.and.transportation","Entreprise",1.16463630367824
"128","Mobility.and.transportation","Frontiere",0.0105270534150132
"129","Mobility.and.transportation","Geographie",0.69696831682674
"130","Mobility.and.transportation","Ile",0.572689115520999
"131","Mobility.and.transportation","Image",3.5919169812136
"132","Mobility.and.transportation","Indice",0.0504670484479533
"133","Mobility.and.transportation","Other",1.695178941403
"134","Mobility.and.transportation","Paysage",0.599799429620179
"135","Mobility.and.transportation","Quartier",0.138900972868051
"136","Mobility.and.transportation","Risque",0.254376298592525
"137","Mobility.and.transportation","Village",0.206510108309085
"138","Mobility.and.transportation","Ville_Agglomeration",0.929095194112202
"139","Mobility.and.transportation","Ville_Femme",0.524185680370709
"140","Mobility.and.transportation","Vote",0.204328948595169
"141","Statistics.and.modeling","Amenagement",3.21158105547454
"142","Statistics.and.modeling","Carte",6.78607867533981
"143","Statistics.and.modeling","Commune",1.45312833116894
"144","Statistics.and.modeling","Deplacement",0.783320778654381
"145","Statistics.and.modeling","Eau",1.0306856487034
"146","Statistics.and.modeling","EN",1.24279840272652
"147","Statistics.and.modeling","Entreprise",1.12406298318683
"148","Statistics.and.modeling","Frontiere",0.796467843143519
"149","Statistics.and.modeling","Geographie",1.47801496056121
"150","Statistics.and.modeling","Ile",1.33425396443136
"151","Statistics.and.modeling","Image",13.422004724647
"152","Statistics.and.modeling","Indice",0.87626450057955
"153","Statistics.and.modeling","Other",2.07735760112054
"154","Statistics.and.modeling","Paysage",7.7253854098419
"155","Statistics.and.modeling","Quartier",0.673650009847459
"156","Statistics.and.modeling","Risque",1.13348251638488
"157","Statistics.and.modeling","Village",0.584736777539537
"158","Statistics.and.modeling","Ville_Agglomeration",3.76278958571352
"159","Statistics.and.modeling","Ville_Femme",0.793834097950412
"160","Statistics.and.modeling","Vote",1.9999650478847
"161","Sustainability.risk.planning","Amenagement",12.5464872983024
"162","Sustainability.risk.planning","Carte",1.84532233963368
"163","Sustainability.risk.planning","Commune",1.15092861880641
"164","Sustainability.risk.planning","Deplacement",0.595552515418093
"165","Sustainability.risk.planning","Eau",8.35151663098424
"166","Sustainability.risk.planning","EN",2.65401959823841
"167","Sustainability.risk.planning","Entreprise",0.354171869028533
"168","Sustainability.risk.planning","Frontiere",0.552767710225984
"169","Sustainability.risk.planning","Geographie",1.11558751104737
"170","Sustainability.risk.planning","Ile",0.461809739845651
"171","Sustainability.risk.planning","Image",2.36535631741273
"172","Sustainability.risk.planning","Indice",0.381846304572256
"173","Sustainability.risk.planning","Other",0.840694997520304
"174","Sustainability.risk.planning","Paysage",3.07448121937536
"175","Sustainability.risk.planning","Quartier",0.565848170428294
"176","Sustainability.risk.planning","Risque",0.770127254002285
"177","Sustainability.risk.planning","Village",0.978697758616286
"178","Sustainability.risk.planning","Ville_Agglomeration",2.3216173602095
"179","Sustainability.risk.planning","Ville_Femme",8.03703015638247
"180","Sustainability.risk.planning","Vote",0.683009201849757
"181","Urban.dynamics","Amenagement",2.36684533617001
"182","Urban.dynamics","Carte",4.70121821187784
"183","Urban.dynamics","Commune",1.20399911876235
"184","Urban.dynamics","Deplacement",0.448261749758556
"185","Urban.dynamics","Eau",3.76983813252762
"186","Urban.dynamics","EN",1.21186526889075
"187","Urban.dynamics","Entreprise",2.07515640620798
"188","Urban.dynamics","Frontiere",0.253950508373586
"189","Urban.dynamics","Geographie",0.747848423502744
"190","Urban.dynamics","Ile",1.56321681588847
"191","Urban.dynamics","Image",3.57543444765293
"192","Urban.dynamics","Indice",0.740537282677697
"193","Urban.dynamics","Other",3.94154467908398
"194","Urban.dynamics","Paysage",0.711558613720567
"195","Urban.dynamics","Quartier",1.05170299715896
"196","Urban.dynamics","Risque",1.92720899685613
"197","Urban.dynamics","Village",0.949257120851268
"198","Urban.dynamics","Ville_Agglomeration",9.19332915363989
"199","Urban.dynamics","Ville_Femme",1.74348293117622
"200","Urban.dynamics","Vote",1.66414063062245
