"","source","target","value"
"119","Ile","statistics",0.0302018216792187
"120","Ile","traffic.modeling",0.0955197437678501
"121","Image","biogeography",3.50742154974122
"122","Image","biology",0.773427699505323
"123","Image","cognitive.sciences",0.404121084090186
"124","Image","complex.systems",10.5650760356802
"125","Image","crime",0.00509974199192246
"126","Image","GIS",1.24412873266303
"127","Image","health",0.320966476694999
"128","Image","political.sciences",6.59678665257666
"129","Image","remote.sensing",0.648961480791416
"130","Image","spatial.analysis",2.9504309941259
"131","Image","statistics",0.284810793137311
"132","Image","traffic.modeling",0.675891703972986
"133","Indice","biogeography",0.702273567586427
"134","Indice","biology",0.0755458070389982
"135","Indice","cognitive.sciences",0.099788711978002
"136","Indice","complex.systems",1.0175954546717
"137","Indice","crime",2.32069602157824e-06
"138","Indice","GIS",0.123612746919523
"139","Indice","health",0.0259797128209834
"140","Indice","political.sciences",2.82947244736158
"141","Indice","remote.sensing",0.163117858144509
"142","Indice","spatial.analysis",0.0927682779656863
"143","Indice","statistics",0.232894720946803
"144","Indice","traffic.modeling",0.135827716268598
"145","Other","biogeography",0.856464289024945
"146","Other","biology",0.18173200763923
"147","Other","cognitive.sciences",0.188570789385197
"148","Other","complex.systems",2.93023144119204
"149","Other","crime",0.0205359258504824
"150","Other","GIS",0.0917300520491933
"151","Other","health",0.309631686143944
"152","Other","political.sciences",3.66027517076669
"153","Other","remote.sensing",0.511871609802946
"154","Other","spatial.analysis",0.29813000581538
"155","Other","statistics",0.146370977893823
"156","Other","traffic.modeling",0.413208731878504
"157","Paysage","biogeography",1.90611120212351
"158","Paysage","biology",0.202288942795828
"159","Paysage","cognitive.sciences",0.194916416487185
"160","Paysage","complex.systems",3.81716099210842
"161","Paysage","crime",0.0204661972515694
"162","Paysage","GIS",1.45928330941747
"163","Paysage","health",0.0239524678395921
"164","Paysage","political.sciences",5.19685643075938
"165","Paysage","remote.sensing",0.160901721915665
"166","Paysage","spatial.analysis",1.24987723861603
"167","Paysage","statistics",0.105846395908161
"168","Paysage","traffic.modeling",0.220541365791839
"169","Quartier","biogeography",0.514403163254602
"170","Quartier","biology",0.201173800589661
"171","Quartier","cognitive.sciences",0.591765424147603
"172","Quartier","complex.systems",1.66563525567538
"173","Quartier","crime",0.0025106094432551
"174","Quartier","GIS",0.158830448121771
"175","Quartier","health",0.0490789476353134
"176","Quartier","political.sciences",6.18543692373678
"177","Quartier","remote.sensing",0.440880090034829
"178","Quartier","spatial.analysis",1.25740583374808
"179","Quartier","statistics",0.237907142504829
"180","Quartier","traffic.modeling",0.0166921370430544
"181","Risque","biogeography",0.871746384031533
"182","Risque","biology",0.116083177355075
"183","Risque","cognitive.sciences",0.0296700207387912
"184","Risque","complex.systems",1.32152714640129
"185","Risque","crime",2.32069602156318e-06
"186","Risque","GIS",0.0390978090159019
"187","Risque","health",0.210949333302368
"188","Risque","political.sciences",1.82814263046917
"189","Risque","remote.sensing",0.528445853200569
"190","Risque","spatial.analysis",0.922625155392196
"191","Risque","statistics",0.0278461307339746
"192","Risque","traffic.modeling",0.196310909640133
"193","Village","biogeography",1.03864692083635
"194","Village","biology",0.0166332706412998
"195","Village","cognitive.sciences",0.0885789852113234
"196","Village","complex.systems",1.85759557662431
"197","Village","crime",2.32069602152233e-06
"198","Village","GIS",0.217677182566282
"199","Village","health",0.0935207718979296
"200","Village","political.sciences",6.31928956370267
"201","Village","remote.sensing",0.527342926201369
"202","Village","spatial.analysis",1.94521692740065
"203","Village","statistics",0.224663877182203
"204","Village","traffic.modeling",0.0658326449345061
"205","Ville_Agglomeration","biogeography",2.2529545811906
"206","Ville_Agglomeration","biology",0.180556962933068
"207","Ville_Agglomeration","cognitive.sciences",0.0737616156881305
"208","Ville_Agglomeration","complex.systems",3.09953028711568
"209","Ville_Agglomeration","crime",0.0192543111094822
"210","Ville_Agglomeration","GIS",0.0900651641620044
"211","Ville_Agglomeration","health",0.196355439134083
"212","Ville_Agglomeration","political.sciences",5.90283928649807
"213","Ville_Agglomeration","remote.sensing",0.776341487311114
"214","Ville_Agglomeration","spatial.analysis",1.63920214555928
"215","Ville_Agglomeration","statistics",0.140728847598985
"216","Ville_Agglomeration","traffic.modeling",0.149326434483116
"217","Ville_Femme","biogeography",2.5147446448478
"218","Ville_Femme","biology",0.308018593687473
"219","Ville_Femme","cognitive.sciences",0.30811684228563
"220","Ville_Femme","complex.systems",1.48892345093787
"221","Ville_Femme","crime",2.32069602156069e-06
"222","Ville_Femme","GIS",0.0658186237917111
"223","Ville_Femme","health",0.183420829003979
"224","Ville_Femme","political.sciences",6.33038776842153
"225","Ville_Femme","remote.sensing",0.541256124237552
"226","Ville_Femme","spatial.analysis",0.747128568722202
"227","Ville_Femme","statistics",0.0594134894470754
"228","Ville_Femme","traffic.modeling",0.0991414206014034
"229","Vote","biogeography",0.82321930785244
"230","Vote","biology",0.243071370989608
"231","Vote","cognitive.sciences",0.260633572638659
"232","Vote","complex.systems",1.89975885176112
"233","Vote","crime",0.103059127004672
"234","Vote","GIS",0.068792028712207
"235","Vote","health",0.11000430162066
"236","Vote","political.sciences",4.26136347284047
"237","Vote","remote.sensing",0.292766858568734
"238","Vote","spatial.analysis",0.953046493674869
"239","Vote","statistics",0.0478840069942798
"240","Vote","traffic.modeling",0.107539540881744
