"","source","target","value"
"89","remote.sensing","Sustainability.risk.planning",0.957315104942385
"90","remote.sensing","Urban.dynamics",1.85054707793924
"91","spatial.analysis","Climate.and.environment",0.895931740552797
"92","spatial.analysis","Development.territory.system.of.cities",1.9993717204085
"93","spatial.analysis","Economic.geography",0.665586345046267
"94","spatial.analysis","Emotional.geography",0.635967476715188
"95","spatial.analysis","History.and.epistemology",4.39617658682115
"96","spatial.analysis","Imagery.and.GIS",8.09484863987845
"97","spatial.analysis","Mobility.and.transportation",0.899291981894294
"98","spatial.analysis","Statistics.and.modeling",4.84246497077801
"99","spatial.analysis","Sustainability.risk.planning",1.825428420175
"100","spatial.analysis","Urban.dynamics",2.94239731206337
"101","statistics","Climate.and.environment",0.19739162284014
"102","statistics","Development.territory.system.of.cities",0.360434246434709
"103","statistics","Economic.geography",0.224679727729612
"104","statistics","Emotional.geography",0.197609868537794
"105","statistics","History.and.epistemology",1.37140118924185
"106","statistics","Imagery.and.GIS",0.726608840161844
"107","statistics","Mobility.and.transportation",0.27199983119367
"108","statistics","Statistics.and.modeling",1.28084165706183
"109","statistics","Sustainability.risk.planning",0.41312756692457
"110","statistics","Urban.dynamics",0.542299869741328
"111","traffic.modeling","Climate.and.environment",0.312860530521909
"112","traffic.modeling","Development.territory.system.of.cities",0.948613675990605
"113","traffic.modeling","Economic.geography",0.164824534945237
"114","traffic.modeling","Emotional.geography",0.30229062666134
"115","traffic.modeling","History.and.epistemology",0.641269309568015
"116","traffic.modeling","Imagery.and.GIS",0.505365749782681
"117","traffic.modeling","Mobility.and.transportation",0.812216458176818
"118","traffic.modeling","Statistics.and.modeling",1.54225814981843
"119","traffic.modeling","Sustainability.risk.planning",0.724938114660737
"120","traffic.modeling","Urban.dynamics",0.786153248257116
